도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
쁘레네 작은도서관별찌,경기도,군포시,작은도서관,토+일+법정공휴일,11:00,15:00,00:00,00:00,00:00,00:00,15,2602,0,0,2,7,경기도 군포시 금당로17번길9,쁘레네교육,031-393-6502,,37.0,,37.3500574,126.9390939,2023-06-27,4020000,경기도 군포시
사랑아이엔지작은도서관,경기도,군포시,작은도서관,월+법정공휴일,09:00,18:00,09:30,18:30,00:00,00:00,174,10328,16,0,10,14,경기도 군포시 송부로74번길 24,사랑빚는교회,070-8899-0620,,586.83,https://cafe.daum.net/sarangING,37.3149437,126.9226607,2023-06-27,4020000,경기도 군포시
사랑이꽃피는작은도서관,경기도,군포시,작은도서관,일+법정공휴일,10:00,18:00,09:00,18:00,00:00,00:00,45,6189,5,0,5,7,경기도 군포시 군포로 508,푸른교회,031-457-7942,,99.0,,37.35153812,126.9451153,2023-06-27,4020000,경기도 군포시
사랑이있는작은도서관,경기도,군포시,작은도서관,토+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,40,4652,3,0,2,14,경기도 군포시 금당로 164,사랑이있는교회,031-429-0400,,59.4,,37.3601622521,126.943476,2023-06-26,4020000,경기도 군포시
산본녹색작은도서관,경기도,군포시,작은도서관,일+월+법정공휴일,13:00,18:00,13:00,18:00,00:00,00:00,26,2506,3,0,2,14,경기도 군포시 산본천로 18,산본중앙교회,031-396-3996,,73.54,,37.3586035473,126.926378,2023-06-26,4020000,경기도 군포시
삼성마을5단지작은도서관,경기도,군포시,작은도서관,일+법정공휴일,13:00,17:00,10:00,12:00,00:00,00:00,37,5762,0,0,3,14,경기도 군포시 번영로200번길31,아파트입주자대표위,031-687-8782,,58.0,,37.3347496,126.9305619,2023-06-27,4020000,경기도 군포시
새봄작은도서관,경기도,군포시,작은도서관,토+일+법정공휴일,10:00,17:00,00:00,00:00,00:00,00:00,18,1878,0,0,2,7,경기도 군포시 삼성로 79,아파트입주자대표위,031-394-8766,,50.0,,37.3409834,126.9344157,2023-06-27,4020000,경기도 군포시
샤론작은도서관,경기도,군포시,작은도서관,토+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,40,5903,25,0,3,7,경기도 군포시 당산로 103,장자성결교회,031-477-5692,,99.8,http://cafe.daum.net/sharon-library,37.3608138903,126.945999,2023-06-26,4020000,경기도 군포시
송안작은도서관,경기도,군포시,작은도서관,토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,40,4172,3,0,2,7,경기도 군포시 송부로49번길 16,아파트입주자대표위,031-502-0541,,126.0,https://songan.modoo.at/,37.31859922,126.9186768,2023-06-27,4020000,경기도 군포시
송정작은도서관,경기도,군포시,작은도서관,법정공휴일,07:00,23:00,00:00,00:00,00:00,00:00,20,2868,0,0,3,14,경기도 군포시 송부로49번길 15,아파트입주자대표위,031-419-0227,,192.17,,37.31721093,126.9183122,2023-06-27,4020000,경기도 군포시
숲속작은도서관,경기도,군포시,작은도서관,일+법정휴일,14:00,18:00,13:00,17:00,00:00,00:00,25,5426,0,0,4,14,경기도 군포시 삼성로59번길16,아파트입주자대표위,031-391-1184,,91.0,,37.34161205,126.9307452,2023-06-27,4020000,경기도 군포시
우리마을작은도서관,경기도,군포시,작은도서관,일+법정공휴일,10:00,18:00,14:00,18:00,00:00,00:00,80,7853,25,0,7,14,경기도 군포시 곡란로8번길 35-10,창대한교회,031-394-9101,,253.0,,37.3755296711,126.937999606,2023-06-26,4020000,경기도 군포시
율곡마을작은도서관,경기도,군포시,작은도서관,토+법정공휴일,13:00,17:00,00:00,00:00,00:00,00:00,12,5946,0,0,3,14,경기도 군포시 오금로43,율곡마을관리사무소,031-344-5959,,33.0,,37.3524557016,126.9309584747,2023-06-26,4020000,경기도 군포시
작은도서관버드나무에부는바람,경기도,군포시,작은도서관,토+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,26,7663,8,0,3,14,경기도 군포시 금산로 18-1,갈릴리교회,031-429-2753,,127.0,,37.3642081305,126.940866,2023-06-26,4020000,경기도 군포시
전라남도광양평생교육관,전라남도,광양시,공공도서관,법정공휴일(일요일 제외),09:00,21:30,09:00,18:00,09:00,18:00,70,96037,0,9404,96037,15,광양시 안산길 23,전라남도광양평생교육관,061-815-1611,,,,,,2020-07-01,8490000,전라남도교육청
전라남도고흥평생교육관,전라남도,고흥군,공공도서관,둘째 넷째주 월요일,09:00,18:00,09:00,17:00,00:00,00:00,24,99265,40,4542,10,14,고흥군 고흥읍 고흥로 1647-13,전라남도고흥평생교육관,061-830-2592,9075.0,3757.0,http://ghlife.jne.go.kr,,,2020-07-01,8490000,전라남도교육청
장성공공도서관,전라남도,장성군,공공도서관,둘째 넷째주 월요일,07:30,22:00,07:30,22:00,00:00,00:00,403,114837,66,13189,10,15,장성군 장성읍 청운7길 22,전라남도교육청,061-399-1630,6720.0,3652.0,http://jslib.jne.go.kr,35.304787,126.784719,2020-07-01,8490000,전라남도교육청
남평공공도서관,전라남도,나주시,공공도서관,매주 월요일/국경일/ 법정공휴일/ 대체공휴일/ 특별한사유로 관장이 지정한 날(임시휴관일),07:30,22:00,07:30,22:00,07:30,22:00,303,83969,34,4772,7,14,나주시 남평읍 남평3로,전라남도교육청,061-337-9436,1280.0,1216.0,http:www.nplib.jne.or.kr,35.042839,126.844957,2020-07-01,8490000,전라남도교육청
광양공공도서관,전라남도,광양시,공공도서관,매주 월요일/국경일/ 법정공휴일/ 대체공휴일/ 특별한사유로 관장이 지정한 날(임시휴관일),08:00,22:00,08:00,22:00,00:00,00:00,700,97389,59,9858,10,14,광양시 중마로 262,광양공공도서관,061-797-5300,4981.0,4134.0,gylib.jne.go.kr,,,2020-07-01,8490000,전라남도교육청
담양공공도서관,전라남도,담양군,공공도서관,매주 월요일/국경일/ 법정공휴일/ 대체공휴일/ 특별한사유로 관장이 지정한 날(임시휴관일),09:00,22:00,09:00,22:00,00:00,00:00,550,103241,48,9898,10,14,담양군 담양읍 미리산길 31-48,전라남도교육청,061-383-7437,4738.0,2794.0,http://dylib.jne.go.kr,38.184,126.59,2020-07-01,8490000,전라남도교육청
곡성교육문화회관,전라남도,곡성군,공공도서관,매주 월요일/국경일/ 법정공휴일/ 대체공휴일/ 특별한사유로 관장이 지정한 날(임시휴관일),09:00,18:00,09:00,18:00,09:00,18:00,318,76562,35,15666,5,22,곡성군 곡성읍 읍내7길29,전라남도교육청,061-362-0671,4482.0,3789.0,http://gslib.jne.go.kr,35.282,127.29,2020-07-01,8490000,전라남도교육청
구례공공도서관,전라남도,구례군,공공도서관,매주 월요일/국경일/ 법정공휴일/ 대체공휴일/ 특별한사유로 관장이 지정한 날(임시휴관일),08:00,22:00,08:00,22:00,00:00,00:00,200,69128,35,6891,5,14,구례군 구례읍 학교길 119-6,구례공공도서관,061-782-2366,1147.0,913.0,http://grlib.jne.go.kr/,35.210074,127.461386,2020-07-01,8490000,전라남도교육청
보성공공도서관,전라남도,보성군,공공도서관,매주 월요일/국경일/ 법정공휴일/ 대체공휴일/ 특별한사유로 관장이 지정한 날(임시휴관일),08:00,22:00,08:00,22:00,00:00,00:00,560,75191,30,5480,20,15,보성군 보성읍 현충로 140,전라남도교육청,061-852-3893,4876.0,2625.0,//bslib.jne.go.kr,35.304787,126.784719,2020-07-01,8490000,전라남도교육청
벌교공공도서관,전라남도,보성군,공공도서관,매주 월요일/국경일/ 법정공휴일/ 대체공휴일/ 특별한사유로 관장이 지정한 날(임시휴관일),09:00,18:00,09:00,18:00,09:00,18:00,303,72497,42,3630,10,14,보성군 벌교읍 월곡길 13,전라남도교육청,061-858-0501,1029.0,1047.0,http:www.bglib.go.kr,34.844,127.343,2020-07-01,8490000,전라남도교육청
화순공공도서관,전라남도,화순군,공공도서관,매주 월요일/국경일/ 법정공휴일/ 대체공휴일/ 특별한사유로 관장이 지정한 날(임시휴관일),09:00,18:00,09:00,18:00,09:00,18:00,600,105771,27,9527,20,15,화순군 화순읍도서관길15,전라남도교육청,061-372-0530,4152.0,1755.0,http:www.hslib.jne.go.kr,35.062,126.982,2020-07-01,8490000,전라남도교육청
장흥공공도서관,전라남도,장흥군,공공도서관,매주 월요일/국경일/ 법정공휴일/ 대체공휴일/ 특별한사유로 관장이 지정한 날(임시휴관일),07:30,22:00,07:30,22:00,07:30,22:00,275,67125,35,7961,10,14,장흥군 장흥읍중앙로2길33,전라남도교육청,061-862-3555,1730.0,1055.0,http://jhlib.go.kr,34.682,126.91,2020-07-01,8490000,전라남도교육청
해남공공도서관,전라남도,해남군,공공도서관,매주 월요일/국경일/ 법정공휴일/ 대체공휴일/ 특별한사유로 관장이 지정한 날(임시휴관일),07:00,22:00,07:00,22:00,07:00,22:00,500,88691,40,6418,5,15,해남군 해남읍 서성1길 33,전라남도교육청,061-536-2483,,,,,,2020-07-01,8490000,전라남도교육청
영암공공도서관,전라남도,영암군,공공도서관,매주 월요일/국경일/ 법정공휴일/ 대체공휴일/ 특별한사유로 관장이 지정한 날(임시휴관일),07:30,22:00,07:30,22:00,07:30,22:00,312,76152,42,7232,7,17,영암군 영암읍 서남역로 27-11,전라남도교육청,061-473-0692,,,,,,2020-07-01,8490000,전라남도교육청
무안공공도서관,전라남도,무안군,공공도서관,매주 월요일/국경일/ 법정공휴일/ 대체공휴일/ 특별한사유로 관장이 지정한 날(임시휴관일),09:00,18:00,09:00,17:00,00:00,00:00,288,86854,50,7302,5,14,무안군 무안읍 교촌길 42,전라남도교육청,061-452-8300,1613.0,1012.0,http://malib.jne.go.kr,34.988,126.466,2020-07-01,8490000,전라남도교육청
양산도서관,광주광역시,북구,공공도서관,첫째 주 월+셋째 주 월+법정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,180,31547,0,0,5,15,광주광역시 북구 하서로 299,광주광역시 북구청,062-410-8244,4798.0,1136.0,https://lib.bukgu.gwangju.kr,35.201707,126.874069,2022-10-07,6290000,광주광역시
중흥도서관,광주광역시,북구,공공도서관,첫째 주 월+셋째 주 월+법정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,118,26485,0,0,5,15,광주광역시 북구 당뫼로39,광주광역시 북구청,062-410-6860,2619.0,1410.0,https://lib.bukgu.gwangju.kr,35.170911,126.914477,2022-10-07,6290000,광주광역시
신용도서관,광주광역시,북구,공공도서관,둘째 주 월+넷째 주 월+법정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,500,25123,0,0,5,15,광주광역시 북구 첨단연신로107번길 24,광주광역시 북구청,062-410-6047,34505.0,3520.0,https://lib.bukgu.gwangju.kr,35.209582,126.862241,2022-10-07,6290000,광주광역시
신가도서관(2024년까지 휴관예정),광주광역시,광산구,공공도서관,첫째 주 월+셋째 주 월+법정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,254,62462,41,99,5,15,광주광역시 광산구 신가로40번길 24,광주광역시 광산구청,062-960-8514,1993.0,1888.0,http://lib.gwangsan.go.kr,35.1826649,126.8278526,2022-10-07,6290000,광주광역시
첨단도서관,광주광역시,광산구,공공도서관,둘째 주 월+넷째 주 월+법정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,389,59540,11,395,5,15,광주광역시 광산구 임방울대로 673-12,광주광역시 광산구청,062-960-8297,1879.0,1997.0,http://lib.gwangsan.go.kr,35.21689594,126.832054,2022-10-07,6290000,광주광역시
운남어린이도서관,광주광역시,광산구,공공도서관,둘째 주 월+넷째 주 월+법정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,54,57157,28,576,5,15,광주광역시 광산구 목련로217번길 10,광주광역시 광산구청,062-960-8301,3851.0,814.0,http://lib.gwangsan.go.kr,35.1732666,126.8218974,2022-10-07,6290000,광주광역시
장덕도서관,광주광역시,광산구,공공도서관,첫째 주 월+셋째 주 월+법정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,345,70171,46,6546,5,15,광주광역시 광산구 풍영로 179,광주광역시 광산구청,062-960-3989,3304.0,2844.0,http://lib.gwangsan.go.kr,35.187519,126.8133497,2022-10-07,6290000,광주광역시
금강3차작은도서관,부산광역시,강서구,작은도서관,월+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,23,1645,0,0,5,14,부산광역시 강서구 명지국제5로 110,금강3차작은도서관입주자대표회의,051-201-4521,110.3779,110.3779,,35.10407852,128.9214448,2022-09-30,3360000,부산광역시 강서구
더에듀팰리스부영작은도서관,부산광역시,강서구,작은도서관,월+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,40,5100,0,0,5,14,부산광역시 강서구 명지국제7로 110,더에듀팰리스부영아파트입주자대표회의,051-271-3577,125.26,125.26,,35.09593055,128.9130868,2022-09-30,3360000,부산광역시 강서구
꿈마루작은도서관,부산광역시,강서구,작은도서관,"월요일, 일요일, 공휴일",10:00,19:00,10:00,19:00,00:00,00:00,18,3487,0,0,5,14,부산광역시 강서구 공항진입로42번길 20,공군제5공중기동비행단,051-979-2131,152.0,152.0,,35.18564636,128.9497025,2022-09-30,3360000,부산광역시 강서구
도란도란작은도서관,부산광역시,강서구,작은도서관,월+일+공휴일,13:00,18:00,00:00,00:00,00:00,00:00,36,3400,0,0,5,14,부산광역시 강서구 명지국제5로 165,명지스위트팰리스,051-201-0062,200.46,200.46,,35.10998668,128.9213699524,2022-09-30,3360000,부산광역시 강서구
하라라작은도서관,부산광역시,강서구,작은도서관,일,09:00,18:00,09:00,18:00,09:00,18:00,10,1000,0,0,0,0,부산광역시 강서구 범방5로 75(2층),하라라작은도서관,051-000-0000,42.88,42.88,,35.15806959,128.8861074,2022-09-30,3360000,부산광역시 강서구
클래시안작은도서관,부산광역시,강서구,작은도서관,일+공휴일,14:00,17:00,10:00,17:00,00:00,00:00,30,1010,0,0,0,0,부산광역시 강서구 명지국제13로 38번길 11,명지중흥S-클래스 더 테라스,051-292-0573,539.969,539.969,,35.10987329,128.9236719,2022-09-30,3360000,부산광역시 강서구
푸르메어린이도서관,서울특별시,마포구,공공도서관,일+공휴일,09:00,18:00,10:00,16:00,00:00,00:00,70,18900,17,500,5,14,"서울특별시 마포구 월드컵북로 494, 1층",푸르메재단,02-6070-9286,,269.0,https://mplib.mapo.go.kr/purme,37.5846441,126.8805151,2022-11-25,3130000,서울특별시 마포구
성산글마루도서관,서울특별시,마포구,작은도서관,일+공휴일,09:00,18:00,10:00,16:00,00:00,00:00,20,16595,8,0,5,14,"서울특별시 마포구 월드컵북로 235, 3층",(사)한국청소년지원네트워크,02-373-2900,,188.0,https://mplib.mapo.go.kr/libsmall,37.5697021,126.9014211,2022-11-25,3130000,서울특별시 마포구
꿈을 이루는 도서관,서울특별시,마포구,작은도서관,일+공휴일,10:00,19:00,10:00,16:00,00:00,00:00,20,15810,9,0,5,14,"서울특별시 마포구 마포대로7길 18, 2층",(사)한국청소년지원네트워크,02-706-4785,,107.0,https://mplib.mapo.go.kr/libsmall,37.5471051,126.9521551,2022-11-25,3130000,서울특별시 마포구
늘푸른소나무도서관,서울특별시,마포구,작은도서관,일+공휴일,09:00,18:00,10:00,16:00,00:00,00:00,20,19289,7,0,5,14,"서울특별시 마포구 백범로 227, 3층",(사)마포문화원,02-718-4785,,174.0,https://mplib.mapo.go.kr/libsmall,37.5422331,126.9554941,2022-11-25,3130000,서울특별시 마포구
복사골도서관,서울특별시,마포구,작은도서관,일+공휴일,10:00,19:00,10:00,16:00,00:00,00:00,35,15713,12,0,5,14,"서울특별시 마포구 도화4길 53, 3~4층",(학)서강대학교,02-716-5800,,350.0,https://mplib.mapo.go.kr/libsmall,37.5395351,126.9519221,2022-11-25,3130000,서울특별시 마포구
성메도서관,서울특별시,마포구,작은도서관,일+공휴일,09:00,18:00,10:00,16:00,00:00,00:00,20,15619,12,0,5,14,"서울특별시 마포구 월드컵북로30길 22, 2층",(사)한국청소년지원네트워크,02-373-4785,,149.0,https://mplib.mapo.go.kr/libsmall,37.5686111,126.9089751,2022-11-25,3130000,서울특별시 마포구
아름드리도서관,서울특별시,마포구,작은도서관,일+공휴일,10:00,19:00,10:00,16:00,00:00,00:00,20,17984,7,0,5,14,"서울특별시 마포구 방울내로7길 11, 1층",(사)한국청소년지원네트워크,02-322-8639,,181.0,https://mplib.mapo.go.kr/libsmall,37.5603131,126.9023161,2022-11-25,3130000,서울특별시 마포구
용강도도서관,서울특별시,마포구,작은도서관,일+공휴일,10:00,19:00,10:00,16:00,00:00,00:00,20,15720,17,0,5,14,"서울특별시 마포구 토정로31길 31, 2층",(사)기독교대한감리회사회복지재단,02-716-4785,,190.0,https://mplib.mapo.go.kr/libsmall,37.5423281,126.9428311,2022-11-25,3130000,서울특별시 마포구
초록숲도서관,서울특별시,마포구,작은도서관,일+공휴일,09:00,18:00,10:00,16:00,00:00,00:00,50,10639,10,0,5,14,"서울특별시 마포구 마포대로11길 44-81, B1층",(사)한국청소년지원네트워크,02-313-4785,,260.0,https://mplib.mapo.go.kr/libsmall,37.5521611,126.9512251,2022-11-25,3130000,서울특별시 마포구
해오름도서관,서울특별시,마포구,작은도서관,토+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,20,17575,2,0,5,14,"서울특별시 마포구 신촌로26길 10, 2층",(사)한국청소년지원네트워크,02-714-8080,,168.0,https://mplib.mapo.go.kr/libsmall,37.5558481,126.9423681,2022-11-25,3130000,서울특별시 마포구
마포어린이영어도서관,서울특별시,마포구,어린이도서관,일+공휴일,10:00,19:00,10:00,18:00,00:00,00:00,20,21706,0,655,4,14,"서울특별시 마포구 도화4길 53, 2층",(학)서강대학교,02-716-3987,,216.48,https://mplib.mapo.go.kr/englib,37.5395351,126.9519221,2022-11-25,3130000,서울특별시 마포구
꿈나래어린이영어도서관,서울특별시,마포구,어린이도서관,일+공휴일,10:00,19:00,10:00,18:00,00:00,00:00,20,20917,0,3306,4,14,"서울특별시 마포구 월드컵로13길 80, 2층",㈜다앤뉴,02-323-1841,,221.33,https://mplib.mapo.go.kr/englib,37.5552351,126.9056841,2022-11-25,3130000,서울특별시 마포구
푸른도서관,울산광역시,남구,작은도서관,월+토+일+법정공휴일,10:00,16:00,00:00,00:00,00:00,00:00,16,6428,0,0,3,7,울산광역시 남구 팔등로 85(신정동),울산광역시 남구 울산신정푸르지오아파트,052-256-7739,84.96,84.96,,35.54701423,129.3137217,2022-12-09,3700000,울산광역시 남구
신선산휴먼빌도서관,울산광역시,남구,작은도서관,화+수+금+토+일+법정공휴일,15:00,18:00,00:00,00:00,00:00,00:00,34,6287,0,36,3,7,울산광역시 남구 두왕로34번길 42(선암동),울산광역시 남구 신선산휴먼빌아파트,052-276-1030,39.9,39.9,,35.50832166,129.3130911,2022-12-09,3700000,울산광역시 남구
미소나눔도서관,울산광역시,남구,작은도서관,월+일+법정공휴일,15:00,17:00,15:00,17:00,00:00,00:00,55,10683,0,200,3,7,울산광역시 남구 대암로 19(신정동),울산광역시 남구 신성미소지움1단지아파트,052-273-0200,145.0,145.0,,35.53093565,129.3182766,2022-12-09,3700000,울산광역시 남구
야음롯데캐슬문고,울산광역시,남구,작은도서관,월+일+법정공휴일,15:00,17:00,15:00,17:00,00:00,00:00,23,3758,0,0,3,7,울산광역시 남구 신선로 45(야음동),울산광역시 남구 야음롯데캐슬1단지아파트,052-265-4741,60.0,60.0,,35.5220564,129.3172817,2022-12-09,3700000,울산광역시 남구
금산인삼고을도서관,충청남도,금산군,공공도서관,"국가지정공휴일, 매주 일요일",09:00,22:00,09:00,18:00,00:00,00:00,180,70789,29,1796,10,14,충청남도 금산군 금산읍 금산로 1543,충청남도 금산군청,041-750-4461,283.0,1172.0,http://library.geumsan.go.kr/,36.11155665,127.4913942,2022-11-29,4550000,충청남도 금산군
금산기적의도서관,충청남도,금산군,공공도서관,"국가지정공휴일, 매주 일요일",09:00,18:00,09:00,18:00,00:00,00:00,100,51093,20,1460,10,14,충청남도 금산군 금산읍 비단로 296-13,충청남도 금산군청,041-750-4482,3829.0,528.0,http://library.geumsan.go.kr/,36.11101935,127.4905601,2022-11-29,4550000,충청남도 금산군
추부도서관,충청남도,금산군,공공도서관,"국가지정공휴일, 매주 일요일",09:00,22:00,09:00,18:00,00:00,00:00,100,43007,11,535,10,14,충청남도 금산군 추부면 하마전로31,충청남도 금산군청,041-750-2966,296.0,563.0,http://library.geumsan.go.kr/,36.1909283,127.4699571,2022-11-29,4550000,충청남도 금산군
진산도서관,충청남도,금산군,공공도서관,"국가지정공휴일, 매주 일요일",09:00,19:00,09:00,18:00,00:00,00:00,120,36823,10,60,10,14,충청남도 금산군 진산면 읍내로 63,충청남도 금산군청,041-752-5651,897.0,698.0,http://library.geumsan.go.kr/,36.14403412,127.3695793,2022-11-29,4550000,충청남도 금산군
금산작은도서관,충청남도,금산군,작은도서관,"국가지정공휴일, 매주 일요일",10:00,22:00,10:00,18:00,00:00,00:00,20,8218,2,0,10,14,충청남도 금산군 금산읍 방아동 4길 17,충청남도 금산군청,041-754-1318,116.0,116.0,http://library.geumsan.go.kr/,36.09789249,127.4909671,2022-11-29,4550000,충청남도 금산군
제원작은도서관,충청남도,금산군,작은도서관,"국가지정공휴일, 매주 토요일, 일요일",09:00,18:00,00:00,00:00,00:00,00:00,20,6364,2,0,10,14,충청남도 금산군 제원면 제원로 21,충청남도 금산군청,070-4244-3577,93.0,93.0,http://library.geumsan.go.kr/,36.11310124,127.5467774,2022-11-29,4550000,충청남도 금산군
군북작은도서관,충청남도,금산군,작은도서관,"국가지정공휴일, 매주 토요일, 일요일",09:00,18:00,00:00,00:00,00:00,00:00,20,7172,2,0,10,14,충청남도 금산군 군북면 군북로 701,충청남도 금산군청,041-754-2831,160.0,160.0,http://library.geumsan.go.kr/,36.166411,127.5260219,2022-11-29,4550000,충청남도 금산군
남일작은도서관,충청남도,금산군,작은도서관,"국가지정공휴일, 매주 토요일, 일요일",09:00,18:00,00:00,00:00,00:00,00:00,20,5875,2,0,10,14,충청남도 금산군 남일면 상초현길 10,충청남도 금산군청,041-753-7919,147.0,147.0,http://library.geumsan.go.kr/,36.0448224,127.5042748,2022-11-29,4550000,충청남도 금산군
솔숲작은도서관,경기도,시흥시,작은도서관,일+법정공휴일,14:00,17:00,09:00,18:00,00:00,00:00,10,2633,0,0,10,14,경기도 시흥시 미산로144번길 17,신현동 행정복지센터,031-435-0710,62.0,62.0,http://lib.siheung.go.kr,37.419811,126.7917758,2022-11-24,4010000,경기도 시흥시
소래산작은도서관,경기도,시흥시,작은도서관,일+월+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,40,7354,4,155,10,14,경기도 시흥시 소래산길 11,경기도 시흥시청,031-310-2564,190.0,190.0,http://lib.siheung.go.kr,37.44850647,126.7846941,2022-11-24,4010000,경기도 시흥시
배곧너나들이작은도서관,경기도,시흥시,작은도서관,일+법정공휴일,10:00,18:00,10:00,16:00,00:00,00:00,71,6634,0,0,10,14,경기도 시흥시 해송십리로 472-30 배곧너나들이 2층,배곧누리초등학교,031-488-8603,221.0,221.0,http://lib.siheung.go.kr,37.38272952,126.7323013,2022-11-24,4010000,경기도 시흥시
동해시립발한도서관,강원도,동해시,공공도서관,월+국가지정공휴일,09:00,23:00,09:00,23:00,09:00,23:00,278,117470,21,5733,6,14,강원도 동해시 해안로 535,강원도 동해시청,033-530-2480,12112.0,813.395,www.donghaelib.go.kr,37.5482581,129.1058741,2022-12-06,4210000,강원도 동해시
동해시립북삼도서관,강원도,동해시,공공도서관,월+국가지정공휴일,09:00,23:00,09:00,23:00,09:00,23:00,117,108640,21,10079,6,14,강원도 동해시 효자로 649,강원도 동해시청,033-530-2490,4694.42,820.28,www.donghaelib.go.kr,37.49270731,129.1044232,2022-12-06,4210000,강원도 동해시
이도작은도서관,강원도,동해시,작은도서관,월+국가지정공휴일,09:00,17:00,09:00,17:00,09:00,17:00,51,17641,5,1347,6,14,강원도 동해시 이원길 151,강원도 동해시청,033-521-5163,368.0,180.48,www.donghaelib.go.kr,37.4800481,129.1088461,2022-12-06,4210000,강원도 동해시
무릉작은도서관,강원도,동해시,작은도서관,월+국가지정공휴일,09:00,17:00,09:00,17:00,09:00,17:00,35,16496,5,976,6,14,강원도 동해시 무릉1길 4,강원도 동해시청,033-534-8811,661.0,320.69,www.donghaelib.go.kr,37.4882441,129.0683302,2022-12-06,4210000,강원도 동해시
등대작은도서관,강원도,동해시,작은도서관,월+국가지정공휴일,09:00,17:00,09:00,17:00,09:00,17:00,54,17963,5,519,6,14,강원도 동해시 논골길 78,강원도 동해시청,033-535-5162,2223.0,506.52,www.donghaelib.go.kr,37.55870398,129.1142553,2022-12-06,4210000,강원도 동해시
경상북도교육청영일도서관,경상북도,포항시,공공도서관,매주월요일+법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,28,93549,66,4743,7,14,경상북도 포항시 북구 흥해읍 흥해로101,경상북도교육청 영일도서관,054-261-8856,1826.0,1086.0,http://www.gbelib.kr/yi,36.11385511,129.3459365,2022-11-02,8761000,경상북도교육청 경상북도포항교육지원청
햇빛21작은도서관,경기도,고양시,작은도서관,일+첫째 주 월+첫째 주 토+셋째 주 토+다섯째 주 토+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,0,12199,9,137,5,14,경기도 고양시 덕양구 화신로 168(행신동),경기도 고양시 햇빛마을21단지 입주자대표회의,031-938-9400,96.5,96.5,https://cafe.daum.net/hb21library,37.627322,126.841414,2023-03-28,3940000,경기도 고양시
햇빛마을작은도서관,경기도,고양시,작은도서관,일+첫째 주 토+둘째 주 토+셋째 주 토+다섯째 주 토+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,0,19245,0,33,5,14,"경기도 고양시 덕양구 충장로152번길 39(행신동, 햇빛마을20단지아파트)",경기도 고양시 햇빛마을20단지 입주자대표회의,031-972-9955,75.0,75.0,https://cafe.naver.com/hblibrary,37.624831,126.838474,2023-03-28,3940000,경기도 고양시
행신도서관,경기도,고양시,공공도서관,첫 번째 월+세 번째 월+법정공휴일(일요일 제외),07:00,23:00,07:00,23:00,07:00,23:00,204,141656,83,1538,7,14,경기도 고양시 덕양구 행당로33번길 25-6(행신동),경기도 고양시청,031-8075-9240,3753.0,2803.0,https://www.goyanglib.or.kr/MB/index.do,37.620759,126.828338,2023-03-28,3940000,경기도 고양시
새싹 도서관,대구광역시,달성군,작은도서관,공휴일,09:00,18:00,09:00,18:00,00:00,23:59,20,4600,0,0,5,14,대구광역시 달성군 구지면 국가산단대로 64길 63,,,,62.54,,35.66993466,128.4134921,2023-06-30,3480000,대구광역시 달성군
대청도서관,인천광역시,옹진군,작은도서관,매주월요일,09:00,18:00,09:00,18:00,09:00,18:00,50,16912,10,10,5,14,인천광역시 옹진군 대청면 대청로244번길 116-22,인천광역시 옹진군 대청면,032-836-9500,999.42,381.6,,37.832716,124.6955698,2022-06-20,3580000,인천광역시 옹진군
영흥도서관,인천광역시,옹진군,작은도서관,매주월요일,09:00,21:00,09:00,18:00,09:00,18:00,92,30047,10,10,3,14,인천광역시 옹진군 영흥면 영흥로251번길 90,인천광역시 옹진군 영흥면,032-886-7710,985.74,496.63,,37.25609956,126.4833427,2022-06-20,3580000,인천광역시 옹진군
연평도서관,인천광역시,옹진군,작은도서관,매주월요일,09:00,21:00,09:00,18:00,09:00,18:00,30,4936,10,10,3,14,인천광역시 옹진군 연평면 연평로 184,인천광역시 옹진군 연평면,032-832-1940,1417.06,358.45,,37.66251644,125.7048912,2022-06-20,3580000,인천광역시 옹진군
